review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source
726,Mariah Williams,26,Google,Pixel 7a,1059.78,"$1,059.78 ",USD,1.0,5.0,Positive,USA,English,2025-06-19,True,5,4,5,4,5,5,BestBuy
22950,Rafaela Moreira,27,Samsung,Galaxy A55,1185.83,R$6759.23,BRL,5.7,5.0,Positive,Brazil,Portuguese,2023-09-29,True,4,5,2,5,3,9,AliExpress
34658,Ikshita Chawla,36,Motorola,Edge 50,514.92,₹33734.52,INR,83.0,4.0,Neutral,India,Hindi,2023-07-11,False,5,3,4,3,4,4,eBay
37214,Elaine Schofield,19,Xiaomi,Mi 13 Pro,458.89,£357.93,GBP,0.78,4.0,Positive,UK,English,2025-03-11,True,3,4,3,5,3,2,Amazon
20305,Alan Moss,29,Realme,Realme 12 Pro,272.89,£212.85,GBP,0.78,4.0,Positive,UK,English,2024-04-09,False,3,3,3,3,4,3,Amazon
15270,Jennifer Lee,35,OnePlus,OnePlus 11R,911.37,£710.87,GBP,0.78,2.0,Neutral,UK,English,2025-01-12,True,1,1,1,2,2,1,eBay
22368,Diego Macedo,39,Xiaomi,Redmi Note 13,281.43,R$1604.15,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2025-01-11,True,1,3,1,1,1,4,Flipkart
42685,Arthur Miguel Aparecida,18,OnePlus,OnePlus Nord 3,523.77,R$2985.49,BRL,5.7,2.0,Positive,Brazil,Portuguese,2024-04-22,False,3,1,1,1,1,4,AliExpress
46735,Rachel Montoya,38,Apple,iPhone 14,1387.48,C$1914.72,CAD,1.38,3.0,Neutral,Canada,English,2024-05-10,True,2,2,3,2,4,1,BestBuy
11733,Mrs Nicole Poole,22,Realme,Realme 12 Pro,282.75,£220.55,GBP,0.78,5.0,Positive,UK,English,2023-10-08,True,5,3,5,5,5,4,eBay
18620,Kavya Kibe,36,Google,Pixel 8,922.62,₹76577.46,INR,83.0,1.0,Negative,India,Hindi,2025-07-27,True,1,1,1,1,2,2,BestBuy
48493,Nurettin Mielcarek,19,Xiaomi,Redmi Note 13,511.71,€475.89,EUR,0.93,4.0,Positive,Germany,German,2024-01-18,False,2,3,5,3,4,8,Amazon
26804,Udant Goswami,36,Realme,Realme 12 Pro,278.72,₹23133.76,INR,83.0,3.0,Positive,India,Hindi,2025-07-12,True,2,2,4,4,1,6,
44306,Jennifer Peterson,30,Google,Pixel 8,905.46,د.إ3323.04,AED,3.67,3.0,Positive,UAE,English,2025-10-18,True,2,3,2,2,3,5,AliExpress
47523,Natasha Hale,34,Apple,iPhone 15 Pro,1026.15,C$1416.09,CAD,1.38,2.0,Neutral,Canada,English,2024-02-24,True,1,2,1,2,2,0,BestBuy
32208,Jeanne Butler DVM,42,Xiaomi,Poco X6,593.81,A$908.53,AUD,1.53,5.0,Positive,Australia,English,2023-02-26,True,4,3,5,5,4,5,Amazon
2531,Luara Rezende,35,Google,Pixel 8,873.18,R$4977.13,BRL,5.7,3.0,Positive,Brazil,Portuguese,2025-07-15,False,1,5,1,3,2,5,Flipkart
17747,Jacob Parsa,33,Samsung,Galaxy Note 20,890.76,₹73933.08,INR,83.0,4.0,Positive,India,Hindi,2023-02-14,True,3,5,3,2,4,7,BestBuy
8271,Nidra Subramanian,46,Apple,iPhone 13,1192.89,₹99009.87,INR,83.0,4.0,Positive,India,Hindi,2025-03-28,False,4,1,2,3,2,1,Flipkart
15080,Davi Lucca Azevedo,38,Realme,Realme 12 Pro,401.38,R$2287.87,BRL,5.7,1.0,Neutral,Brazil,Portuguese,2023-05-29,True,1,1,1,2,1,0,eBay
13625,Yuri Azevedo,18,Xiaomi,Poco X6,330.74,R$1885.22,BRL,5.7,2.0,Negative,Brazil,Portuguese,2025-02-19,False,1,2,1,2,1,1,BestBuy
30639,Jacob Edwards,26,Realme,Realme 12 Pro,396.41,A$606.95,AUD,1.53,3.0,Positive,Australia,English,2024-02-28,True,2,3,3,3,1,4,Flipkart
30441,Jacob Bates,47,Motorola,Razr 40,421.56,£328.82,GBP,0.78,3.0,Negative,UK,English,2025-04-13,True,2,1,2,2,2,1,BestBuy
36057,Andrea Williams,27,Apple,iPhone 14,1422.26,A$2176.06,AUD,1.53,4.0,Positive,Australia,English,2025-08-01,True,5,4,4,4,5,3,eBay
42652,Trevor Martin,18,Apple,iPhone 15 Pro,725.92,A$1110.66,AUD,1.53,2.0,Negative,Australia,English,2025-05-20,False,2,1,2,2,1,3,
36804,Mr Raymond Baldwin,30,Xiaomi,Poco X6,697.85,£544.32,GBP,0.78,1.0,Neutral,UK,English,2024-11-18,False,1,1,1,1,1,0,eBay
48225,Gary Hancock,39,Motorola,Razr 40,592.12,$592.12 ,USD,1.0,5.0,Positive,USA,English,2025-10-06,True,4,5,3,5,3,3,Flipkart
29227,Asafe Câmara,27,Samsung,Galaxy S24,888.435,R$6223.6,BRL,5.7,1.0,Neutral,Brazil,Portuguese,2022-11-21,True,1,1,1,2,1,1,BestBuy
5634,Hailey Moore,41,Apple,iPhone SE,751.82,A$1150.28,AUD,1.53,2.0,Negative,Australia,English,2023-02-18,False,1,1,2,4,1,2,BestBuy
5988,Mr Jeffrey Thomas,47,Apple,iPhone 15 Pro,745.61,£581.58,GBP,0.78,3.0839243498817965,Positive,UK,English,2025-01-23,False,5,5,5,5,5,4,BestBuy
48064,Ryan Cardoso,30,Realme,Realme Narzo 70,340.4,R$1940.28,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2022-11-12,True,1,2,2,3,2,2,Amazon
1813,Sean Mathews,18,Samsung,Galaxy Note 20,1076.78,C$1485.96,CAD,1.38,4.0,Positive,Canada,English,2024-06-16,True,3,3,3,3,2,5,BestBuy
27579,Aarnav Viswanathan,29,Apple,iPhone SE,1046.07,₹86823.81,INR,83.0,4.0,Positive,India,Hindi,2025-10-13,True,4,3,4,4,5,1,BestBuy
16824,Ernest Zänker,36,Google,Pixel 7a,930.13,€865.02,EUR,0.93,4.0,Neutral,Germany,German,2023-08-14,True,3,5,4,3,4,0,BestBuy
3929,Kyle Watkins,33,Realme,Realme Narzo 70,433.67,C$598.46,CAD,1.38,2.0,Negative,Canada,English,2023-02-27,True,1,2,4,2,3,2,Flipkart
37287,Univ.Prof. Olena Weller MBA.,40,Realme,Realme Narzo 70,438.55,€407.85,EUR,0.93,2.0,Neutral,Germany,German,2024-08-09,True,2,1,1,1,3,4,Amazon
25046,Stephanie Stout,21,OnePlus,OnePlus Nord 3,736.41,C$1016.25,CAD,1.38,5.0,Positive,Canada,English,2024-12-12,True,4,4,2,4,5,2,AliExpress
15728,Jose Andrade,18,Google,Pixel 8,502.88,$502.88 ,USD,1.0,2.0,Neutral,USA,English,2023-01-18,True,2,1,1,1,1,2,eBay
29601,Univ.Prof. Manuel Schmidt B.Sc.,18,Google,Pixel 8,967.05,€899.36,EUR,0.93,4.0,Positive,Germany,German,2024-08-03,False,4,3,4,3,3,6,Amazon
10431,Jennifer Perry,52,Google,Pixel 6,1081.27,,AUD,1.53,1.0,Neutral,Australia,English,2023-07-31,True,1,1,1,1,1,3,Amazon
25769,Upasna Bhatt,34,Samsung,Galaxy Z Flip,587.53,₹48764.99,INR,83.0,1.0,Negative,India,Hindi,2023-04-08,True,1,1,1,1,1,1,Amazon
29104,Bhavna Nagi,18,Samsung,Galaxy S24,1111.96,₹92292.68,INR,83.0,3.0,Neutral,India,Hindi,2023-08-14,False,3,4,4,3,2,2,BestBuy
36538,João Lucas Pimenta,30,Samsung,Galaxy A55,885.3,R$5046.21,BRL,5.7,3.0,Positive,Brazil,Portuguese,2023-11-05,True,3,3,4,3,3,8,BestBuy
39329,Veronica Vasquez,29,Apple,iPhone 15 Pro,1167.31,د.إ4284.03,AED,3.67,2.0,Negative,UAE,English,2024-01-23,True,1,1,1,2,2,4,BestBuy
35540,Michelle Olson,45,Samsung,Galaxy S24,1397.24,د.إ5127.87,AED,3.67,3.0,Positive,UAE,English,2024-11-04,True,1,4,3,3,3,8,Amazon
28076,Caitlin Davis,29,Motorola,Moto G Power,401.0,A$613.53,AUD,1.53,1.0,Negative,Australia,English,2025-03-05,True,1,1,2,1,1,1,Amazon
17841,Samantha Porter,35,Google,Pixel 7a,1059.24,د.إ3887.41,AED,3.67,4.0,Positive,UAE,English,2023-12-30,True,3,5,5,5,5,3,BestBuy
27803,Rafael da Paz,39,Samsung,Galaxy S24,873.18,R$4977.13,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-11-13,True,3,4,4,3,5,3,BestBuy
7683,Denise Simpson,30,OnePlus,OnePlus Nord 3,355.47,د.إ1304.57,AED,3.67,3.1430457746478875,Neutral,UAE,English,2023-06-15,True,2,2,3,3,1,0,AliExpress
24280,Univ.Prof. Viviane Dehmel MBA.,32,Google,Pixel 7a,605.26,€562.89,EUR,0.93,1.0,Negative,Germany,German,2024-10-23,True,1,1,2,1,1,1,eBay
33071,Imaran Gade,37,OnePlus,OnePlus 12,367.89,₹30534.87,INR,83.0,3.0,Positive,India,Hindi,2023-06-13,True,3,3,2,3,2,6,AliExpress
35558,Cheryl Elliott,28,OnePlus,OnePlus 11R,536.88,£418.77,GBP,0.78,4.0,Positive,UK,English,2024-04-12,True,4,3,5,4,3,5,
37190,Henrique Pastor,24,Apple,iPhone 14,1094.51,,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-08-21,True,3,4,3,3,3,7,eBay
47150,Isabelly Moraes,18,Samsung,Galaxy Note 20,454.05,R$2588.09,BRL,5.7,3.150789012273524,Positive,Brazil,Portuguese,2024-05-17,True,4,3,4,2,4,4,AliExpress
46916,Faith Espinoza,18,Realme,Realme 12 Pro,429.25,$429.25 ,USD,1.0,5.0,Positive,USA,English,2025-01-12,True,5,5,3,3,5,3,eBay
9802,Todd Walsh,41,Samsung,Galaxy S24,1036.83,C$1430.83,CAD,1.38,3.0,Positive,Canada,English,2024-08-10,False,3,4,3,3,2,4,BestBuy
38801,Joshua Smith,18,Google,Pixel 7a,752.39,A$1151.16,AUD,1.53,3.126014523707817,Neutral,Australia,English,2025-02-05,True,3,2,3,2,3,3,BestBuy
24670,Austin Reyes,44,Motorola,Moto G Power,325.99,C$449.87,CAD,1.38,4.0,Positive,Canada,English,2024-12-26,False,3,3,3,3,3,7,Flipkart
44234,Lunna Martins,38,Google,Pixel 8,925.39,R$5274.72,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2024-06-14,False,3,2,1,3,3,3,Flipkart
31920,Andrew Murphy,19,Apple,iPhone 14,1484.17,"$1,484.17 ",USD,1.0,5.0,Positive,USA,English,2025-02-18,True,3,5,2,4,5,10,AliExpress
7135,Carl Anderson,25,Xiaomi,Poco X6,549.71,A$841.06,AUD,1.53,4.0,Positive,Australia,English,2025-06-22,True,5,3,3,4,4,5,Flipkart
33705,Chad Hayes PhD,26,Realme,Realme Narzo 70,538.4,$538.40 ,USD,1.0,2.0,Negative,USA,English,2023-12-21,True,2,1,1,3,1,3,BestBuy
29661,Richard Walker,24,Xiaomi,Mi 13 Pro,242.55,$242.55 ,USD,1.0,3.0,Neutral,USA,English,2023-11-03,False,3,3,2,3,2,2,Flipkart
17894,Ing. Florence Rust,40,Xiaomi,Mi 13 Pro,453.03,€421.32,EUR,0.93,5.0,Positive,Germany,German,2024-05-28,True,3,5,4,5,3,4,Flipkart
22019,Sandra Miller,26,Google,Pixel 7a,955.17,C$1318.13,CAD,1.38,5.0,Positive,Canada,English,2025-05-22,True,4,5,4,4,5,8,AliExpress
13539,Mary Sherman,45,Apple,iPhone SE,1074.62,د.إ3943.86,AED,3.67,2.0,Neutral,UAE,English,2025-07-11,True,3,3,1,2,1,1,BestBuy
43119,David Gregory,35,Motorola,Moto G Power,393.15,A$601.52,AUD,1.53,3.0,Positive,Australia,English,2025-07-29,True,3,2,3,4,3,8,AliExpress
36421,Bartholomäus Mielcarek,30,Samsung,Galaxy Z Flip,1182.69,€1099.9,EUR,0.93,2.0,Negative,Germany,German,2025-01-16,True,1,3,1,3,2,2,Flipkart
9406,Yamini Golla,21,Apple,iPhone 14,1304.83,₹108300.89,INR,83.0,1.0,Negative,India,Hindi,2024-01-12,True,1,1,1,1,1,1,eBay
13414,Michael Gutierrez,18,Motorola,Moto G Power,242.82,A$371.51,AUD,1.53,1.0,Neutral,Australia,English,2025-01-30,False,3,1,1,1,1,0,Flipkart
6721,Donald Duncan,30,Xiaomi,Mi 13 Pro,619.91,$619.91 ,USD,1.0,4.0,Positive,USA,English,2022-11-26,True,5,4,4,3,5,8,BestBuy
15602,Josephine Perry-Mellor,35,Xiaomi,Mi 13 Pro,506.23,£394.86,GBP,0.78,3.0,Neutral,UK,English,2023-04-04,True,3,2,3,3,2,1,BestBuy
44744,Rebecca Robinson,43,Xiaomi,Mi 13 Pro,428.81,C$591.76,CAD,1.38,5.0,Positive,Canada,English,2025-10-19,True,4,5,4,5,4,7,Amazon
31139,Dave Miller,35,Google,Pixel 8,895.52,C$1235.82,CAD,1.38,3.0,Neutral,Canada,English,2025-06-10,True,4,2,2,2,4,2,Amazon
2730,Dr William Dixon,18,Apple,iPhone 15 Pro,1364.26,£1064.12,GBP,0.78,4.0,Positive,UK,English,2025-01-05,True,5,2,2,4,4,9,Flipkart
38243,Joel Donnelly,19,Xiaomi,Poco X6,223.4,£174.25,GBP,0.78,5.0,Positive,UK,English,2024-02-01,True,5,4,5,3,4,6,
29626,Tara Nielsen,36,Xiaomi,Redmi Note 13,467.45,$467.45 ,USD,1.0,3.0,Neutral,USA,English,2023-01-16,True,2,3,3,2,4,2,eBay
47895,Vidhi Vaidya,36,OnePlus,OnePlus Nord 3,916.25,₹76048.75,INR,83.0,4.0,Positive,India,Hindi,2023-09-10,False,3,3,4,3,3,6,BestBuy
42091,Fernando das Neves,27,Samsung,Galaxy A55,908.74,R$7631.62,BRL,5.7,5.0,Positive,Brazil,Portuguese,2023-03-29,True,5,5,5,5,4,3,eBay
36400,Megan Baker,27,Google,Pixel 6,829.82,A$1269.62,AUD,1.53,4.0,Positive,Australia,English,2025-03-14,True,2,4,4,3,4,4,Amazon
6245,Maria Cruz,39,Google,Pixel 6,512.95,C$707.87,CAD,1.38,3.0,Negative,Canada,English,2023-08-08,False,3,2,2,3,2,3,Amazon
5546,Maria Wagner,39,OnePlus,OnePlus Nord 3,913.86,د.إ3353.87,AED,3.67,4.0,Positive,UAE,English,2023-01-12,False,3,3,4,4,2,7,BestBuy
4065,Kelli Collins,28,Motorola,Moto G Power,431.76,A$660.59,AUD,1.53,5.0,Positive,Australia,English,2024-07-10,True,4,4,5,3,4,4,eBay
12852,Daniel Walsh,21,Xiaomi,Redmi Note 13,575.33,د.إ2111.46,AED,3.67,1.0,Negative,UAE,English,2025-05-06,True,1,1,2,1,1,1,AliExpress
21803,Chandani Dhaliwal,28,Apple,iPhone 14,752.74,,INR,83.0,4.0,Positive,India,Hindi,2023-07-18,True,3,3,4,4,4,8,Amazon
41164,Pedro Miguel Viana,32,Apple,iPhone SE,1490.06,R$8493.34,BRL,5.7,3.0,Positive,Brazil,Portuguese,2023-04-15,False,3,3,3,1,3,7,eBay
6233,Panini Bhatt,22,Motorola,Moto G Power,505.34,₹38118.58,INR,83.0,3.0,Positive,India,Hindi,2024-09-07,False,2,2,5,2,4,3,AliExpress
3863,Carlos Eduardo da Mata,21,Realme,Realme Narzo 70,532.92,R$3037.64,BRL,5.7,1.0,Negative,Brazil,Portuguese,2023-07-26,False,1,1,1,1,1,2,eBay
35095,Benjamin Fonseca,33,Samsung,Galaxy S24,1338.49,R$7629.39,BRL,5.7,2.0,Positive,Brazil,Portuguese,2022-12-30,False,4,1,2,2,1,3,AliExpress
40196,Linda Rosales,41,Realme,Realme Narzo 70,492.58,C$679.76,CAD,1.38,4.0,Positive,Canada,English,2022-11-10,True,3,1,4,4,3,2,BestBuy
39251,Ricky Reynolds,32,Realme,Realme Narzo 70,512.35,$512.35 ,USD,1.0,4.0,Positive,USA,English,2023-06-27,True,5,4,5,1,4,2,BestBuy
6218,Helena Teixeira,38,OnePlus,OnePlus 11R,885.73,R$5048.66,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-12-04,False,1,3,4,4,3,4,eBay
36776,Dra. Alícia Cirino,25,Samsung,Galaxy Z Flip,947.04,R$5398.13,BRL,5.7,3.0,Positive,Brazil,Portuguese,2024-04-19,True,3,2,3,2,4,3,BestBuy
42977,Mitchell Sexton,27,Google,Pixel 8,565.5,C$780.39,CAD,1.38,3.129131776112825,Negative,Canada,English,2024-10-15,True,2,1,2,1,1,1,eBay
48468,Taylor Wilson,18,Realme,Realme Narzo 70,328.03,C$452.68,CAD,1.38,4.0,Positive,Canada,English,2024-04-03,True,3,4,2,5,5,5,AliExpress
